Num_Acc,date,lat,long,age,grav,sexe,atm,lum,dep,larrout,hour
201100032691,2011-11-02,47.457,-0.53333,83,3,1,1.0,1,49,72.0,11
201100032692,2011-11-02,47.46477,-0.55416,58,4,2,1.0,1,49,30.0,16
201100032693,2011-11-06,47.50538,-0.58801,54,3,1,1.0,1,49,40.0,10
201100032696,2011-11-07,47.41842,-0.52328,11,4,2,1.0,1,49,71.0,17
201100032700,2011-11-08,47.48161,-0.57574,29,4,2,2.0,1,49,90.0,10
201100032704,2011-11-09,47.46649,-0.54987,18,3,2,1.0,1,49,71.0,9
201100032726,2011-11-25,47.45096,-0.5399,42,3,1,1.0,1,49,60.0,9
201100032728,2011-11-30,47.46633,-0.55316,18,4,2,1.0,1,49,120.0,12
201100032737,2011-12-05,47.47548,-0.56515,33,4,2,1.0,1,49,60.0,15
201100032746,2011-11-15,47.47121,-0.58684,26,3,1,1.0,5,49,62.0,18
201100032747,2011-12-09,47.48338,-0.57595,42,4,1,1.0,5,49,60.0,18
201100032749,2011-11-15,47.47189,-0.54319,78,4,1,1.0,1,49,80.0,12
201100032754,2011-12-14,47.47239,-0.5572,33,4,1,2.0,1,49,70.0,15
201100032756,2011-12-15,47.47363,-0.58435,20,4,1,1.0,1,49,90.0,17
201100032758,2011-12-14,47.45848,-0.55169,18,4,1,1.0,5,49,60.0,8
201100032776,2011-12-30,47.47849,-0.55624,54,4,1,2.0,1,49,80.0,16
201100032849,2011-12-02,47.06398,-0.88109,78,3,1,1.0,1,49,77.0,11
201100032887,2011-04-18,47.25155,-0.07742,16,4,1,1.0,1,49,60.0,15
201100032892,2011-05-01,47.24747,-0.08439,58,3,1,1.0,1,49,30.0,10
201100032893,2011-05-04,47.26249,-0.07987,12,4,1,1.0,1,49,53.0,18
201100032897,2011-05-27,47.27739,-0.08215,15,4,1,1.0,1,49,30.0,8
201100032900,2011-06-03,47.26465,-0.0979,22,4,2,1.0,4,49,60.0,22
201100032901,2011-06-13,47.24859,-0.05467,14,4,1,1.0,1,49,50.0,9
201100032913,2011-07-03,47.26717,-0.06988,59,4,1,1.0,1,49,60.0,11
201100032929,2011-08-01,47.25368,-0.08555,82,4,1,1.0,1,49,70.0,8
201100032948,2011-09-29,47.25525,-0.0803,13,4,1,1.0,1,49,44.0,12
201100032955,2011-10-20,47.25601,-0.08656,13,4,1,1.0,1,49,330.0,14
201100032963,2011-11-14,47.2595,-0.08232,31,4,2,1.0,1,49,77.0,8
201100033399,2011-07-10,49.23391,3.9989,65,4,2,8.0,1,51,82.0,16
201100033427,2011-11-29,49.27001,4.04897,35,1,1,1.0,2,51,60.0,7
201100033458,2011-09-29,48.12228,5.14495,54,4,1,1.0,1,52,100.0,18
201100033571,2011-01-10,48.59073,6.54468,29,3,1,8.0,3,54,110.0,18
201100033679,2011-03-23,48.62203,6.17948,47,4,1,1.0,1,54,61.0,16
201100033724,2011-04-22,48.70071,6.14549,16,4,2,1.0,1,54,74.0,14
201100033779,2011-06-08,48.69156,6.21363,13,4,1,1.0,1,54,65.0,12
201100034084,2011-04-10,49.16512,5.36234,41,4,2,1.0,1,55,80.0,10
201100034092,2011-09-16,49.18606,5.37189,67,2,1,1.0,1,55,70.0,14
201100034383,2011-02-21,47.66646,-2.77018,58,3,1,2.0,1,56,63.0,13
201100034395,2011-05-04,47.6537,-2.75917,63,3,1,1.0,1,56,69.0,11
201100034409,2011-07-06,47.65342,-2.72098,73,4,1,1.0,1,56,28.0,12
201100034415,2011-08-19,47.66067,-2.74372,55,3,2,1.0,1,56,85.0,13
201100034504,2011-07-30,49.25355,6.14306,69,4,2,1.0,1,57,69.0,15
201100034602,2011-12-07,49.11332,6.18303,12,3,1,1.0,1,57,122.0,15
201100034685,2011-05-09,49.35535,6.15811,17,4,1,1.0,1,57,62.0,7
201100034692,2011-05-18,49.32964,6.13491,43,4,1,1.0,1,57,60.0,13
201100034704,2011-06-17,49.35331,6.21125,62,3,2,1.0,1,57,55.0,17
201100034749,2011-10-26,49.36255,6.17357,44,4,1,1.0,1,57,69.0,15
201100034750,2011-10-30,49.36168,6.19645,19,4,1,1.0,2,57,110.0,19
201100034943,2011-05-12,50.74371,2.73366,10,2,1,1.0,1,59,69.0,18
201100035215,2011-01-14,50.618,3.03022,41,2,1,2.0,5,59,40.0,7
201100037627,2011-10-04,45.77222,3.19532,83,3,2,1.0,1,63,61.0,18
201100037668,2011-02-18,43.5263,-1.51159,42,3,1,1.0,1,64,88.0,9
201100037683,2011-03-31,43.4833,-1.50198,61,1,1,1.0,1,64,140.0,12
201100037738,2011-07-22,43.4991,-1.53992,45,3,1,1.0,1,64,70.0,7
201100037752,2011-08-14,43.4812,-1.51064,47,4,1,1.0,1,64,197.0,16
201100037765,2011-09-04,43.4844,-1.50418,63,3,1,1.0,1,64,70.0,11
201100037943,2011-01-16,43.296,-0.38184,26,4,1,1.0,5,64,107.0,3
201100037999,2011-03-25,43.3054,-0.368,46,4,2,1.0,1,64,106.0,13
201100038045,2011-05-10,43.3446,-0.43086,58,4,1,1.0,1,64,82.0,20
201100038055,2011-05-20,43.3122,-0.38095,13,4,2,1.0,1,64,95.0,7
201100038086,2011-07-02,43.2963,-0.37635,14,4,1,1.0,1,64,88.0,18
201100038118,2011-08-17,43.314,-0.40717,55,4,1,1.0,1,64,58.0,12
201100038119,2011-08-18,43.3209,-0.39162,53,4,2,1.0,1,64,84.0,15
201100038146,2011-09-17,43.311,-0.36287,57,4,1,2.0,2,64,149.0,20
201100038162,2011-09-29,43.3323,-0.42408,13,4,1,1.0,1,64,70.0,10
201100038166,2011-10-01,43.3054,-0.36801,21,4,1,1.0,1,64,96.0,11
201100038183,2011-10-13,43.3013,-0.39138,19,4,1,1.0,1,64,28.0,11
201100038286,2011-06-20,43.3498,-1.77302,66,4,1,1.0,1,64,60.0,10
201100038292,2011-07-14,43.3725,-1.77287,49,4,1,1.0,1,64,60.0,19
201100038332,2011-08-10,43.3923,-1.65363,22,4,1,1.0,1,64,80.0,13
201100038333,2011-08-11,43.3973,-1.6431,40,4,1,1.0,1,64,70.0,10
201100038348,2011-10-18,43.394,-1.64589,80,4,2,1.0,1,64,60.0,18
201100038362,2011-02-04,43.3797,-1.63973,71,3,1,1.0,1,64,39.0,16
201100038490,2011-05-06,43.2377,0.04528,68,3,2,1.0,1,65,33.0,13
201100038558,2011-01-13,42.69804,2.87242,29,4,2,1.0,1,66,70.0,17
201100038635,2011-06-15,42.69419,2.90126,47,4,2,1.0,1,66,72.0,9
201100038659,2011-08-24,42.69733,2.87254,22,4,1,1.0,1,66,66.0,17
201100038713,2011-12-02,42.6994,2.91673,49,4,1,1.0,2,66,120.0,18
201100038715,2011-12-14,42.68922,2.89323,33,4,1,1.0,1,66,90.0,16
201100039254,2011-02-07,48.06819,7.34403,83,3,1,1.0,1,68,80.0,13
201100039269,2011-05-04,48.0717,7.34874,78,3,2,1.0,1,68,60.0,17
201100039271,2011-05-05,48.0822,7.34736,47,4,1,2.0,1,68,64.0,16
201100039272,2011-05-13,48.07472,7.34427,36,4,2,1.0,1,68,100.0,8
201100039273,2011-05-16,48.06762,7.35241,12,3,2,1.0,1,68,82.0,15
201100039279,2011-06-06,48.07851,7.32871,8,4,1,1.0,1,68,220.0,19
201100039283,2011-06-14,48.07861,7.34168,20,3,1,1.0,1,68,75.0,13
201100039297,2011-08-23,48.08094,7.36431,18,2,1,1.0,1,68,190.0,8
201100039304,2011-09-07,48.08518,7.36704,25,4,1,2.0,1,68,120.0,13
201100039309,2011-09-27,48.07725,7.3367,19,3,2,1.0,1,68,220.0,15
201100039313,2011-10-11,48.10761,7.37968,43,4,1,1.0,2,68,10.0,7
201100039314,2011-10-15,48.07763,7.35477,28,3,1,1.0,1,68,100.0,10
201100039314,2011-10-15,48.07763,7.35477,5,4,1,1.0,1,68,100.0,10
201100039317,2011-10-21,48.08312,7.33939,16,1,1,1.0,1,68,90.0,14
201100039317,2011-10-21,48.08312,7.33939,17,4,2,1.0,1,68,90.0,14
201100039318,2011-10-23,48.07494,7.3447,30,4,1,1.0,1,68,120.0,13
201100039321,2011-11-25,48.06783,7.34571,10,4,2,1.0,2,68,90.0,16
201100039334,2011-06-17,47.90285,7.22678,10,4,1,1.0,1,68,84.0,13
201100039344,2011-02-10,47.7565,7.37883,25,2,2,8.0,2,68,80.0,7
201100039361,2011-04-16,47.73159,7.3191,26,4,2,1.0,1,68,33.0,16
201100039363,2011-04-28,47.7609,7.3444,54,4,1,1.0,1,68,50.0,14
201100039368,2011-05-17,47.77616,7.31822,81,4,1,1.0,1,68,106.0,8
201100039374,2011-06-05,47.74592,7.34563,10,3,1,1.0,1,68,62.0,14
201100039376,2011-06-03,47.74494,7.33897,25,4,1,1.0,5,68,80.0,22
201100039412,2011-10-29,47.75438,7.34614,38,3,1,1.0,1,68,55.0,14
201100039424,2011-12-05,47.77691,7.3308,60,3,1,1.0,3,68,132.0,6
201100039430,2011-02-05,47.59111,7.57443,90,3,1,1.0,1,68,100.0,15
201100039434,2011-08-22,47.59247,7.58523,57,3,1,1.0,1,68,64.0,15
201100039439,2011-10-11,47.58495,7.56176,68,4,1,1.0,5,68,100.0,19
201100039441,2011-03-14,47.80321,7.31186,55,3,1,7.0,1,68,207.0,16
201100039445,2011-06-16,47.79135,7.32188,32,1,1,1.0,1,68,70.0,6
201100039448,2011-08-12,47.7829,7.31675,51,3,1,1.0,1,68,113.0,8
201100039449,2011-08-24,47.80439,7.33066,19,4,2,1.0,1,68,63.0,13
201100040090,2011-06-27,46.7976,4.84401,58,3,2,1.0,1,71,77.0,10
201100040176,2011-05-31,9.15051,0.0,45,4,1,1.0,1,71,69.0,19
201100040184,2011-09-20,46.692,4.34849,87,3,1,1.0,1,71,81.0,8
201100040477,2011-05-23,45.66424,6.42761,44,3,1,1.0,1,73,60.0,16
201100040487,2011-02-15,45.56953,5.94502,22,3,1,1.0,4,73,70.0,21
201100040490,2011-04-06,45.57629,5.88802,40,1,1,1.0,1,73,90.0,15
201100040490,2011-04-06,45.57629,5.88802,55,3,1,1.0,1,73,90.0,15
201100040494,2011-05-26,45.56367,5.90334,37,3,2,1.0,1,73,80.0,11
201100040505,2011-08-01,45.57007,5.92019,53,3,1,1.0,1,73,70.0,17
201100040505,2011-08-01,45.57007,5.92019,21,4,1,1.0,1,73,70.0,17
201100040506,2011-08-02,45.59223,5.90253,38,3,2,1.0,3,73,110.0,5
201100040648,2011-06-20,49.9234,1.11178,50,4,1,2.0,1,76,129.0,7
201100040673,2011-08-23,49.90767,1.06324,5,4,1,1.0,1,76,70.0,14
201100040708,2011-10-28,49.3397,0.93988,68,2,1,1.0,1,76,50.0,15
201100040721,2011-03-24,49.2756,1.03434,77,4,2,1.0,1,76,80.0,15
201100040783,2011-03-09,49.4931,0.12007,49,4,1,1.0,1,76,60.0,7
201100040790,2011-03-26,49.4996,0.1307,30,4,1,1.0,1,76,62.0,12
201100040800,2011-04-10,49.5329,0.1403,6,4,1,1.0,1,76,55.0,14
201100040847,2011-07-08,49.4926,0.13219,43,3,1,1.0,2,76,72.0,22
201100040856,2011-07-19,49.4586,0.19897,50,3,1,1.0,1,76,70.0,16
201100040864,2011-07-28,49.5003,0.1358,46,4,1,1.0,1,76,70.0,17
201100040937,2011-11-01,49.4977,0.13741,17,4,1,1.0,1,76,73.0,16
201100040998,2011-11-23,49.4019,1.09929,37,4,1,1.0,1,76,45.0,9
201100041017,2011-01-25,49.4301,1.07249,48,3,1,1.0,5,76,150.0,6
201100041085,2011-04-22,49.4231,1.1063,55,3,1,1.0,1,76,40.0,13
201100041089,2011-05-03,49.3257,1.03533,70,4,1,1.0,1,76,50.0,14
201100041089,2011-05-03,49.3257,1.03533,60,4,2,1.0,1,76,50.0,14
201100041119,2011-05-31,49.3422,0.96367,22,4,1,1.0,1,76,67.0,20
201100041153,2011-07-06,49.3397,1.01462,46,3,1,1.0,1,76,99.0,17
201100041162,2011-08-21,49.4365,1.10012,28,3,1,1.0,5,76,90.0,1
201100041164,2011-08-21,49.3398,1.08979,6,4,1,2.0,1,76,35.0,12
201100041258,2011-09-01,48.9001,2.60437,14,3,1,1.0,5,77,52.0,20
201100041286,2011-01-26,48.80983,3.08288,66,1,1,2.0,1,77,60.0,15
201100041309,2011-05-25,48.82105,3.03977,27,4,1,1.0,1,77,48.0,18
201100041328,2011-09-02,48.80432,3.09138,52,4,1,1.0,1,77,30.0,13
201100041470,2011-10-01,48.56495,2.54195,61,3,2,1.0,1,77,80.0,19
201100041475,2011-11-07,48.53695,2.66932,47,3,1,1.0,1,77,78.0,7
201100041520,2011-05-31,48.58492,2.58165,8,3,1,1.0,1,77,60.0,14
201100041543,2011-10-20,48.63934,2.54326,69,3,1,1.0,1,77,33.0,8
201100041707,2011-03-16,48.9503,2.61508,10,4,1,1.0,1,77,40.0,18
201100041813,2011-04-10,48.7698,2.06996,9,4,1,1.0,1,78,500.0,19
201100041863,2011-03-06,48.9268,2.19234,56,4,2,1.0,1,78,106.0,14
201100041904,2011-03-30,48.9928,1.69453,27,3,2,2.0,1,78,60.0,19
201100042182,2011-04-23,48.992,1.96128,27,4,1,1.0,2,78,59.0,20
201100042215,2011-05-12,48.65,1.85051,11,4,1,1.0,1,78,40.0,13
201100042241,2011-04-27,48.7935,2.06339,17,3,1,1.0,1,78,70.0,16
201100042266,2011-05-05,48.7254,1.8924,48,4,2,1.0,1,78,112.0,9
201100042291,2011-02-27,48.9457,2.19449,9,3,2,1.0,1,78,48.0,14
201100042347,2011-02-17,48.7989,2.1589,65,4,1,1.0,1,78,120.0,13
201100042395,2011-03-28,48.8168,2.13652,60,4,2,1.0,1,78,100.0,16
201100042406,2011-05-15,48.7756,2.12689,22,4,1,1.0,1,78,40.0,10
201100042407,2011-05-15,48.7766,2.12965,52,3,1,1.0,1,78,80.0,10
201100043661,2011-09-27,46.66534,-1.4253,19,4,1,1.0,2,85,45.0,20
201100043669,2011-12-04,46.66091,-1.42573,46,3,2,1.0,1,85,80.0,14
201100043953,2011-02-10,45.8208,1.20822,62,4,1,1.0,1,87,60.0,13
201100043985,2011-03-24,45.7825,1.20103,48,4,1,1.0,1,87,60.0,17
201100044258,2011-04-09,48.19064,6.45035,13,4,1,1.0,1,88,42.0,12
201100044260,2011-04-27,48.16983,6.44434,18,3,1,8.0,5,88,56.0,21
201100044287,2011-03-24,48.27413,6.98184,44,4,1,7.0,1,88,41.0,16
201100045379,2011-03-20,48.7649,2.30609,53,3,1,1.0,1,92,128.0,14
201100045388,2011-05-29,48.7475,2.3038,51,4,1,1.0,1,92,151.0,12
201100045557,2011-02-11,48.7978,2.31746,14,3,1,1.0,1,92,120.0,13
201100045790,2011-05-01,48.7758,2.3095,14,4,1,1.0,1,92,23.0,13
201100045793,2011-05-25,48.773,2.31264,29,4,2,1.0,1,92,91.0,14
201100046073,2011-05-04,48.9166,2.25275,28,4,2,1.0,1,92,80.0,17
201100046138,2011-03-07,48.8922,2.25905,25,4,2,1.0,1,92,260.0,11
201100046147,2011-04-05,48.8934,2.25216,47,4,1,1.0,1,92,93.0,8
201100046162,2011-06-08,48.8999,2.23986,14,4,1,8.0,2,92,38.0,20
201100046262,2011-01-11,48.9387,2.25671,73,4,1,2.0,1,92,120.0,14
201100046300,2011-06-26,48.9341,2.31608,24,4,1,1.0,1,92,50.0,14
201100046301,2011-06-27,48.9371,2.25868,36,3,2,1.0,1,92,80.0,16
201100046355,2011-03-19,48.8194,2.24263,79,4,1,1.0,1,92,65.0,11
201100046365,2011-05-20,48.8238,2.2742,18,4,1,1.0,1,92,80.0,9
201100046376,2011-06-29,48.823,2.25388,13,4,1,1.0,1,92,120.0,19
201100046744,2011-05-25,48.8959,2.21545,25,4,1,1.0,1,92,70.0,20
201100046745,2011-05-28,48.8938,2.21209,32,4,1,1.0,1,92,120.0,16
201100046969,2011-04-16,48.8868,2.24541,65,4,1,1.0,1,92,60.0,17
201100046987,2011-06-18,48.8772,2.24093,11,4,1,1.0,1,92,180.0,17
201100047135,2011-04-18,48.8468,2.16164,13,4,1,1.0,1,92,45.0,14
201100047143,2011-05-21,48.8423,2.20703,34,4,1,1.0,1,92,112.0,14
201100047157,2011-06-30,48.8502,2.21688,39,3,2,1.0,1,92,94.0,10
201100047215,2011-02-19,48.8237,2.20129,52,4,1,1.0,1,92,40.0,12
201100047220,2011-03-18,48.8078,2.18651,49,4,1,1.0,1,92,126.0,8
201100047375,2011-04-07,48.8221,2.28516,47,4,2,7.0,1,92,100.0,8
201100049915,2011-05-19,48.8085,2.41895,42,3,2,1.0,1,94,59.0,17
201100049923,2011-07-26,48.8107,2.41672,10,4,1,1.0,1,94,38.0,17
201100049925,2011-08-31,48.8145,2.41193,37,4,1,1.0,1,94,52.0,9
201100050022,2011-04-17,48.758,2.48713,15,1,1,1.0,1,94,60.0,19
201100050023,2011-04-19,48.7431,2.5019,33,4,1,7.0,1,94,60.0,18
201100050036,2011-05-19,48.756,2.53822,37,4,1,1.0,1,94,50.0,6
201100050248,2011-07-05,48.8179,2.4431,70,4,1,1.0,1,94,80.0,16
201100050286,2011-05-22,48.8181,2.43184,13,4,1,9.0,1,94,80.0,14
201100050311,2011-03-17,48.8304,2.53722,36,4,1,1.0,1,94,60.0,10
201100050339,2011-05-30,48.8236,2.53556,16,4,1,1.0,1,94,62.0,8
201100050410,2011-03-10,48.7612,2.4205,30,3,1,1.0,2,94,61.0,7
201100050423,2011-02-15,48.772,2.41395,14,4,1,2.0,2,94,600.0,18
201100050449,2011-04-11,48.7672,2.41511,11,4,2,1.0,1,94,45.0,14
201100050476,2011-06-30,48.7644,2.40996,30,4,1,1.0,1,94,65.0,15
201100050505,2011-01-19,48.7635,2.48012,48,4,1,1.0,1,94,60.0,8
201100050511,2011-02-03,48.7683,2.45844,28,4,1,1.0,1,94,60.0,10
201100050560,2011-04-13,48.78,2.46168,13,4,1,1.0,1,94,60.0,15
201100050583,2011-05-17,48.7917,2.46199,74,4,1,1.0,1,94,60.0,14
201100050598,2011-06-08,48.7822,2.45474,17,4,2,1.0,1,94,60.0,20
201100050611,2011-06-30,48.7847,2.44808,18,4,1,1.0,1,94,80.0,15
201100050626,2011-07-21,48.7663,2.47402,31,4,1,2.0,1,94,180.0,9
201100050645,2011-08-29,48.7881,2.43992,48,4,2,1.0,1,94,60.0,8
201100050805,2011-04-08,48.8096,2.32835,54,4,2,1.0,1,94,40.0,8
201100051213,2011-03-16,48.8161,2.38272,10,4,1,1.0,1,94,90.0,12
201100051220,2011-04-13,48.8131,2.37016,54,3,2,1.0,1,94,118.0,8
201100051322,2011-01-17,48.8038,2.4502,53,3,2,1.0,1,94,50.0,14
201100051341,2011-04-27,48.8098,2.45175,15,3,1,1.0,1,94,73.0,13
201100051351,2011-06-23,48.8073,2.44611,38,4,2,1.0,1,94,96.0,19
201100051401,2011-01-16,48.8329,2.50213,86,4,1,1.0,1,94,51.0,16
201100051405,2011-01-25,48.8401,2.47318,60,3,2,1.0,1,94,51.0,9
201100051420,2011-03-08,48.8173,2.46715,40,4,1,1.0,1,94,126.0,17
201100051436,2011-05-07,48.8362,2.50384,21,4,1,1.0,1,94,25.0,15
201100051438,2011-04-27,48.8352,2.49955,13,4,1,1.0,1,94,78.0,9
201100051446,2011-05-13,48.8325,2.53156,46,4,1,1.0,1,94,71.0,18
201100051451,2011-05-29,48.8393,2.49931,31,4,1,1.0,1,94,70.0,17
201100051464,2011-08-04,48.8123,2.45948,26,4,1,1.0,1,94,90.0,12
201100051471,2011-08-24,48.8474,2.51095,36,4,1,1.0,1,94,60.0,16
201100051524,2011-03-04,48.804,2.49698,59,4,2,1.0,1,94,50.0,8
201100051542,2011-04-22,48.799,2.47885,12,4,1,1.0,1,94,61.0,14
201100051550,2011-05-12,48.7938,2.49232,65,4,2,1.0,1,94,75.0,10
201100051560,2011-05-30,48.7909,2.5208,58,4,1,1.0,1,94,72.0,15
201100051561,2011-06-01,48.8115,2.47441,43,4,2,1.0,1,94,60.0,12
201100051568,2011-06-17,48.7938,2.49232,12,4,2,1.0,1,94,74.0,17
201100051577,2011-07-02,48.7938,2.48661,72,4,2,1.0,1,94,80.0,10
201100051643,2011-01-18,48.7443,2.4649,17,4,1,1.0,3,94,50.0,7
201100051723,2011-07-19,48.7298,2.4469,54,4,2,3.0,1,94,60.0,10
201100051732,2011-08-07,48.7225,2.42204,77,4,1,1.0,1,94,50.0,9
201100051922,2011-04-02,48.798,2.39944,22,4,2,1.0,2,94,60.0,20
201100051924,2011-04-04,48.7915,2.3947,22,4,1,8.0,1,94,90.0,8
201100052015,2011-01-16,48.9711,2.2591,30,4,1,1.0,1,95,35.0,12
201100052022,2011-01-28,48.9525,2.2436,56,4,2,1.0,1,95,82.0,9
201100052045,2011-03-31,48.9408,2.2476,45,4,1,1.0,1,95,60.0,19
201100052064,2011-05-04,48.9548,2.2311,16,4,1,1.0,1,95,118.0,17
201100052070,2011-05-06,48.9359,2.2347,54,4,1,1.0,1,95,75.0,16
201100052077,2011-05-16,48.9531,2.2588,12,4,1,1.0,1,95,50.0,16
201100052092,2011-06-13,48.9697,2.2299,51,4,1,1.0,1,95,30.0,12
201100052095,2011-06-19,48.9491,2.2534,74,4,1,1.0,1,95,120.0,20
201100052109,2011-07-21,48.9456,2.2546,47,4,1,1.0,1,95,72.0,16
201100052118,2011-08-18,48.9697,2.2632,59,4,1,1.0,1,95,70.0,17
201100052122,2011-09-01,48.9336,2.2406,52,4,1,1.0,1,95,80.0,11
201100052165,2011-11-10,48.9525,2.2436,41,4,1,1.0,1,95,98.0,8
201100052178,2011-11-28,48.9461,2.2479,46,4,1,1.0,2,95,78.0,7
201100052184,2011-12-09,48.9832,2.2279,16,4,1,2.0,5,95,65.0,7
201100052359,2011-07-02,48.9876,2.2586,31,4,1,1.0,1,95,35.0,11
201100052405,2011-05-24,49.0035,2.2812,41,4,1,1.0,1,95,72.0,17
201100052515,2011-04-08,49.1222,2.2439,59,3,2,1.0,2,95,36.0,20
201100052519,2011-04-28,49.1041,2.2493,65,3,1,1.0,1,95,67.0,11
201100052519,2011-04-28,49.1041,2.2493,58,4,1,1.0,1,95,67.0,11
201100052527,2011-08-24,49.1058,2.2908,32,4,1,1.0,1,95,80.0,17
201100054364,2011-04-23,48.7915,2.10082,26,4,1,1.0,1,78,105.0,17
201100056963,2011-07-05,45.5273,4.87256,30,3,2,1.0,1,38,105.0,17
201200000029,2012-10-05,50.45785,3.02463,15,3,1,1.0,1,59,63.0,18
201200000030,2012-10-14,50.44798,3.07207,48,3,1,1.0,1,59,67.0,12
201200000036,2012-03-28,50.97413,2.17926,77,3,2,1.0,1,59,31.0,14
201200000046,2012-02-25,50.88666,2.53487,54,4,1,1.0,1,59,62.0,16
201200000061,2012-07-15,50.73498,2.70072,39,2,1,1.0,2,59,140.0,5
201200000077,2012-07-26,50.65542,2.66185,50,3,2,1.0,1,59,80.0,11
201200000077,2012-07-26,50.65542,2.66185,23,2,2,1.0,1,59,80.0,11
201200000104,2012-05-27,50.34106,3.64687,15,3,2,7.0,1,59,54.0,19
201200000122,2012-10-15,50.06199,3.79383,75,3,1,1.0,1,59,60.0,13
201200000123,2012-11-16,50.12774,3.68654,48,3,2,8.0,5,59,78.0,18
201200000139,2012-10-15,50.11873,3.47756,45,3,2,2.0,3,59,69.0,21
201200000151,2012-11-29,50.1381,3.14429,63,3,1,1.0,1,59,55.0,13
201200000160,2012-01-03,50.29247,3.24218,59,2,1,1.0,3,59,63.0,8
201200000176,2012-05-28,50.31138,3.84653,73,3,1,1.0,1,59,60.0,10
201200000282,2012-08-24,50.714,2.341,64,3,1,1.0,1,62,60.0,16
201200000558,2012-07-10,49.49,3.101,8,3,1,1.0,1,60,42.0,17
201200000559,2012-07-21,49.528,2.925,9,3,1,1.0,1,60,85.0,18
201200000669,2012-09-09,49.5075,1.08447,31,3,2,1.0,1,76,53.0,14
201200000678,2012-07-19,49.57911,1.22979,74,3,2,1.0,1,76,134.0,10
201200000781,2012-05-16,48.9782,1.18735,13,3,1,1.0,1,27,55.0,18
201200000799,2012-03-19,48.7415,0.91813,79,2,2,7.0,1,27,62.0,10
201200000804,2012-10-15,48.815,1.00499,20,2,1,1.0,3,27,66.0,20
201200000810,2012-06-28,49.2644,1.36035,31,3,1,2.0,1,27,40.0,17
201200000866,2012-07-30,49.4369,0.54879,50,2,2,1.0,1,27,66.0,13
201200000868,2012-07-29,49.3481,0.36156,35,3,1,1.0,1,27,124.0,13
201200000949,2012-07-03,47.99577,-1.72653,12,3,1,1.0,1,35,50.0,16
201200001005,2012-11-29,47.94035,-1.22746,49,3,1,7.0,1,35,70.0,10
201200001031,2012-05-29,48.43925,-2.58221,63,2,1,1.0,1,22,49.0,9
201200001031,2012-05-29,48.43925,-2.58221,62,3,1,1.0,1,22,49.0,9
201200001048,2012-02-29,48.18876,-2.75279,65,4,2,1.0,1,22,40.0,11
201200001067,2012-06-10,48.48245,-2.67465,56,3,1,1.0,1,22,61.0,6
201200001077,2012-04-07,48.41643,-2.06195,59,3,1,1.0,1,22,51.0,12
201200001099,2012-07-18,48.59651,-2.19044,15,3,1,1.0,1,22,55.0,17
201200001100,2012-07-24,48.55126,-2.10853,74,2,1,1.0,1,22,59.0,11
201200001104,2012-08-22,48.62447,-2.33886,17,3,2,1.0,1,22,60.0,11
201200001204,2012-06-27,48.59045,-4.3324,14,2,1,1.0,1,29,69.0,14
201200001232,2012-08-18,48.19841,-4.08911,18,3,1,7.0,1,29,80.0,15
201200001251,2012-03-18,48.53786,-3.79717,46,3,1,1.0,1,29,87.0,8
201200001255,2012-06-28,48.68937,-3.78408,72,3,1,1.0,1,29,68.0,11
201200001279,2012-12-10,48.63394,-3.9824,58,2,2,1.0,2,29,60.0,8
201200001292,2012-12-04,47.73501,-2.83565,39,2,1,1.0,3,56,78.0,18
201200001347,2012-08-24,47.95033,-3.22597,65,2,1,6.0,1,56,40.0,11
201200001348,2012-08-26,47.80523,-3.5036,50,3,1,1.0,1,56,50.0,9
201200001406,2012-09-12,48.07381,-2.96343,12,3,1,1.0,1,56,66.0,14
201200001429,2012-08-17,49.2946,-0.378,86,3,1,1.0,1,14,69.0,10
201200001441,2012-05-12,49.1195,-0.16599,73,4,1,1.0,1,14,58.0,17
201200001521,2012-08-29,49.017,0.4119,10,3,2,1.0,1,14,40.0,13
201200001528,2012-08-21,49.2581,0.0862,71,3,2,1.0,1,14,76.0,11
201200001593,2012-12-04,48.8083,-1.402,18,4,1,3.0,3,50,70.0,19
201200001645,2012-02-19,49.0972,-1.5884,52,4,2,1.0,1,50,60.0,14
201200001691,2012-01-05,46.2147,5.2043,18,4,1,3.0,5,01,60.0,7
201200001740,2012-06-10,46.1649,5.22083,47,4,1,8.0,1,01,66.0,10
201200001970,2012-10-05,47.42,-1.653,44,3,1,7.0,1,44,60.0,18
201200002028,2012-04-15,47.333,-2.43,40,3,1,1.0,1,44,100.0,11
201200002063,2012-09-28,47.43,-2.064,63,3,1,1.0,1,44,62.0,14
201200002146,2012-09-29,47.37188,-0.14579,76,3,1,1.0,1,49,56.0,11
201200002186,2012-08-23,47.7101,-0.50366,51,3,1,7.0,1,49,53.0,8
201200002201,2012-02-07,47.82523,-0.68762,16,2,2,1.0,1,53,90.0,17
201200002272,2012-09-26,47.925,-0.023,45,2,1,8.0,1,72,62.0,17
201200002288,2012-05-11,47.812,0.107,14,4,1,1.0,1,72,50.0,17
201200002433,2012-03-28,46.81116,-0.94019,7,3,1,1.0,1,85,47.0,11
201200002479,2012-04-16,46.65145,-1.55517,7,3,1,1.0,1,85,45.0,18
201200002489,2012-02-11,46.69593,-1.89727,41,2,1,1.0,3,85,60.0,20
201200002536,2012-08-03,46.46338,-1.63565,52,4,1,1.0,1,85,54.0,17
